NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Derrion Reid,nan,SF / 6-7 / 200,nan,nan,98.34,nan,nan,Georgia,75 mi.,20,7.4K,1.3K,nan,$313K
Derik Queen,nan,PF / 6-9 / 230,nan,nan,98.24,nan,nan,Indiana,525 mi.,18,12.4K,1.1K,nan,$317K
Carter Bryant,nan,PF / 6-8 / 225,nan,nan,98.19,nan,nan,Arizona,391 mi.,23,7.7K,2.5K,nan,$213K
Kon Knueppel,nan,SG / 6-5 / 205,nan,nan,98.17,nan,nan,Duke,682 mi.,15,2.2K,809,nan,$208K
Bryson Tucker,nan,SF / 6-7 / 195,nan,nan,98.12,nan,nan,Michigan State,472 mi.,16,11K,781,nan,$215K
Isaiah Evans,nan,SF / 6-6 / 165,nan,nan,97.93,nan,nan,Duke,117 mi.,25,1.1K,3.6K,nan,$208K
Boogie Fland,nan,PG / 6-3 / 175,nan,nan,97.59,nan,nan,Maryland,-,25,29K,1.4K,nan,$229K
Patrick Ngongba,nan,C / 6-10 / 235,nan,nan,97.35,nan,nan,Duke,197 mi.,23,2.5K,1.1K,nan,$108K
Zoom Diallo,nan,PG / 6-4 / 190,nan,nan,97.31,nan,nan,Gonzaga,235 mi.,20,8.4K,1.2K,nan,$112K
Tahaad Pettiford,nan,PG / 6-0 / 160,nan,nan,97.25,nan,nan,Auburn,849 mi.,16,50K,1.6K,nan,$141K
Jason Asemota,nan,SF / 6-8 / 190,nan,nan,97.18,nan,nan,Baylor,1621 mi.,21,5.4K,1.2K,nan,$110K
Khani Rooths,nan,SF / 6-8 / 195,nan,nan,96.81,nan,nan,Georgia,488 mi.,15,3.1K,415,nan,$108K
Billy Richmond,nan,SF / 6-6 / 200,nan,nan,96.75,nan,nan,Kentucky,367 mi.,15,-,705,nan,$78K
Cam Scott,nan,SG / 6-5 / 180,nan,nan,96.73,nan,nan,Texas,997 mi.,19,73K,3.4K,3K,$132K
Aiden Sherrell,nan,C / 6-11 / 220,nan,nan,96.69,nan,nan,Alabama,682 mi.,22,1.5K,1.3K,nan,$82K
Kanon Catchings,nan,SF / 6-8 / 185,nan,nan,96.58,nan,nan,Purdue,52 mi.,7,10.8K,2.6K,-,$89K
Rob Wright,nan,PG / 6-1 / 180,nan,nan,96.47,nan,nan,Baylor,1357 mi.,18,14.5K,703,nan,$91K
Labaron Philon,nan,PG / 6-3 / 175,nan,nan,96.36,nan,nan,Ole Miss,264 mi.,19,nan,2.3K,nan,nan
Donnie Freeman,nan,PF / 6-9 / 200,nan,nan,96.34,nan,nan,Syracuse,289 mi.,17,nan,1.1K,nan,nan
Annor Boateng,nan,SF / 6-5 / 205,nan,nan,96.32,nan,nan,Missouri,286 mi.,21,5.1K,1.4K,nan,nan
Jamari Phillips,nan,SG / 6-4 / 185,nan,nan,96.27,nan,nan,Arizona,682 mi.,15,25K,1.5K,nan,$73K
Tyler Betsey,nan,SF / 6-8 / 185,nan,nan,96.12,nan,nan,Connecticut,23 mi.,25,3.2K,1.2K,201,nan
Ahmad Nowell,nan,SG / 6-0 / 185,nan,nan,95.91,nan,nan,Connecticut,198 mi.,8,-,309,nan,nan
Isaiah Elohim,nan,SG / 6-5 / 205,nan,nan,95.87,nan,nan,USC,2445 mi.,18,35K,1.9K,nan,$80K
Austin Swartz,nan,SG / 6-5 / 180,nan,nan,95.78,nan,nan,Miami,665 mi.,24,1.5K,1.2K,nan,nan
Vyctorius Miller,nan,SG / 6-5 / 170,nan,nan,95.76,nan,nan,USC,15 mi.,22,60K,nan,nan,$93K
Naas Cunningham,nan,SF / 6-7 / 180,nan,nan,95.66,nan,nan,West Virginia,315 mi.,25,39K,1.8K,nan,$83K
Jase Richardson,nan,PG / 6-2 / 175,nan,nan,95.64,nan,nan,Michigan State,1085 mi.,17,1,1.2K,nan,nan
Morez Johnson,nan,PF / 6-8 / 205,nan,nan,95.62,nan,nan,Illinois,127 mi.,10,-,2.5K,nan,nan
Rakease Passmore,nan,SF / 6-5 / 185,nan,nan,95.62,nan,nan,Wake Forest,453 mi.,25,11.6K,1.8K,210,$64K
Jackson McAndrew,nan,PF / 6-9 / 190,nan,nan,95.51,nan,nan,Creighton,290 mi.,8,nan,nan,nan,nan
John Bol,nan,C / 7-2 / 190,nan,nan,95.51,nan,nan,Ole Miss,7833 mi.,23,13K,nan,nan,$62K
Kur Teng,nan,SG / 6-4 / 185,nan,nan,95.46,nan,nan,Michigan State,657 mi.,13,-,1.6K,nan,nan
Juni Mobley,nan,SG / 6-0 / 150,nan,nan,95.46,nan,nan,Ohio State,350 mi.,10,97K,1.5K,nan,$120K
Jalen Shelley,nan,SF / 6-8 / 175,nan,nan,95.43,nan,nan,Arkansas,254 mi.,19,-,1.3K,nan,nan
Thomas Sorber,nan,C / 6-9 / 250,nan,nan,95.36,nan,nan,Georgetown,150 mi.,21,-,947,nan,nan
Jaeden Mustaf,nan,CG / 6-5 / 205,nan,nan,95.35,nan,nan,Georgia Tech,559 mi.,25,2.6K,1.1K,nan,nan
Somto Cyril,nan,C / 6-10 / 240,nan,nan,95.32,nan,nan,Kentucky,6052 mi.,14,73K,1.1K,nan,nan
David Castillo,nan,PG / 6-1 / 170,nan,nan,95.31,nan,nan,Kansas State,164 mi.,16,8.7K,4.2K,nan,nan
Nic Codie,nan,PF / 6-8 / 200,nan,nan,95.26,nan,nan,Houston,238 mi.,20,nan,nan,nan,nan
Trent Perry,nan,PG / 6-4 / 175,nan,nan,95.12,nan,nan,Colorado,832 mi.,15,5.9K,704,nan,nan
Marcus Allen,nan,SF / 6-6 / 190,nan,nan,95.10,nan,nan,Missouri,1138 mi.,18,-,414,nan,nan
Curtis Givens,nan,PG / 6-3 / 180,nan,nan,95.03,nan,nan,Memphis,0 mi.,21,19K,1.3K,nan,nan
Robert Miller III,nan,PF / 6-10 / 225,nan,nan,94.94,nan,nan,LSU,255 mi.,13,-,964,nan,nan
Darren Harris,nan,SG / 6-6 / 195,nan,nan,94.90,nan,nan,Duke,223 mi.,11,8.4K,1.7K,nan,nan
Paul McNeil,nan,SF / 6-6 / 185,nan,nan,94.86,nan,nan,NC State,86 mi.,16,nan,1.5K,nan,nan
Jaiden Glover,nan,SF / 6-5 / 190,nan,nan,94.81,nan,nan,St. John's,13 mi.,19,2.8K,766,nan,nan
Amier Ali,nan,SF / 6-8 / 180,nan,nan,94.51,nan,nan,Arizona State,1656 mi.,18,11.3K,827,nan,nan
Mikey Lewis,nan,SG / 6-3 / 170,nan,nan,94.49,nan,nan,St. Mary's,7 mi.,18,nan,nan,nan,nan
Isaiah Abraham,nan,SF / 6-7 / 195,nan,nan,94.40,nan,nan,Connecticut,350 mi.,16,-,876,nan,nan
Bishop Boswell,nan,PG / 6-4 / 195,nan,nan,94.27,nan,nan,Tennessee,180 mi.,17,nan,nan,nan,nan
James Brown,nan,C / 6-9 / 210,nan,nan,94.24,nan,nan,North Carolina,616 mi.,25,11.3K,3.3K,nan,nan
Ryan Jones,nan,PF / 6-8 / 225,nan,nan,94.06,nan,nan,Florida,0 mi.,14,2.4K,1.1K,nan,nan
Juke Harris,nan,SF / 6-6 / 175,nan,nan,94.04,nan,nan,Wake Forest,32 mi.,19,6.6K,1.5K,nan,nan
Tyler McKinley,nan,PF / 6-9 / 220,nan,nan,94.01,nan,nan,Cincinnati,0 mi.,17,-,1.4K,nan,nan
Sir Mohammed,nan,SF / 6-6 / 200,nan,nan,93.93,nan,nan,Notre Dame,269 mi.,21,nan,nan,nan,nan
Peyton Marshall,nan,C / 7-0 / 336,nan,nan,93.56,nan,nan,Missouri,547 mi.,23,nan,nan,nan,nan
Elijah Moore,nan,SG / 6-3 / 170,nan,nan,93.56,nan,nan,Syracuse,192 mi.,18,nan,nan,nan,nan
Kayvaun Mulready,nan,SF / 6-4 / 210,nan,nan,93.55,nan,nan,Georgetown,357 mi.,19,3.5K,1.2K,nan,nan
Chase McCarty,nan,SF / 6-6 / 200,nan,nan,93.53,nan,nan,Tennessee,172 mi.,18,1.9K,655,nan,nan
Cooper Koch,nan,PF / 6-7 / 205,nan,nan,93.50,nan,nan,Iowa,117 mi.,8,nan,nan,nan,nan
Jahki Howard,nan,SF / 6-6 / 180,nan,nan,93.48,nan,nan,Arizona State,2287 mi.,25,nan,nan,nan,nan
Jared Harris,nan,CG / 6-3 / 160,nan,nan,93.35,nan,nan,Memphis,403 mi.,23,nan,nan,nan,nan
Trent Burns,nan,C / 7-2 / 210,nan,nan,93.33,nan,nan,Rice,0 mi.,13,nan,nan,nan,nan
Gicarri Harris,nan,SG / 6-4 / 180,nan,nan,93.32,nan,nan,Purdue,491 mi.,18,4.9K,504,nan,nan
Damarius Owens,nan,SG / 6-8 / 190,nan,nan,93.23,nan,nan,Marquette,519 mi.,13,3.9K,654,nan,nan
Mercy Miller,nan,SG / 6-4 / 170,nan,nan,93.22,nan,nan,Houston,1059 mi.,3,138K,1.1K,nan,$85K
Dallas Thomas,nan,SF / 6-8 / 175,nan,nan,93.17,nan,nan,Clemson,538 mi.,14,nan,nan,nan,nan
Jacob Cofie,nan,PF / 6-9 / 225,nan,nan,93.06,nan,nan,Virginia,2265 mi.,9,nan,nan,nan,nan
Andrew Crawford,nan,SF / 6-6 / 175,nan,nan,92.95,nan,nan,Colorado,33 mi.,5,nan,nan,nan,nan
Royce Parham,nan,PF / 6-9 / 200,nan,nan,92.90,nan,nan,Marquette,446 mi.,14,1.3K,750,nan,nan
Travis Perry,nan,PG / 6-2 / 170,nan,nan,92.86,nan,nan,Ole Miss,206 mi.,19,9.6K,3.8K,nan,nan
Larry Johnson,nan,SG / 6-4 / 175,nan,nan,92.84,nan,nan,Creighton,1038 mi.,13,nan,nan,nan,nan
Micah Robinson,nan,SF / 6-6 / 200,nan,nan,92.70,nan,nan,TCU,39 mi.,15,1.9K,854,nan,nan
Pharaoh Compton,nan,PF / 6-7 / 215,nan,nan,92.64,nan,nan,San Diego State,265 mi.,11,nan,nan,nan,nan
Darrion Sutton,nan,SF / 6-9 / 170,nan,nan,92.62,nan,nan,Missouri,81 mi.,23,nan,nan,nan,nan
Trey Parker,nan,CG / 6-1 / 162,nan,nan,92.61,nan,nan,NC State,56 mi.,5,515K,3.4K,306K,$329K
"KJ Greene, Jr.",nan,PG / 6-2 / 170,nan,nan,92.57,nan,nan,South Carolina,0 mi.,24,3.7K,740,nan,nan
Dellquan Warren,nan,PG / 6-1 / 160,nan,nan,92.55,nan,nan,Mississippi State,719 mi.,11,nan,nan,nan,nan
Emmanuel Stephen,nan,C / 7-0 / 215,nan,nan,92.44,nan,nan,Arizona,115 mi.,9,nan,nan,nan,nan
Makhan Diouf,nan,C / 6-10 / 200,nan,nan,92.40,nan,nan,Arizona State,7 mi.,9,nan,nan,nan,nan
Nojus Indrusaitis,nan,SG / 6-5 / 185,nan,nan,92.21,nan,nan,Iowa State,290 mi.,10,nan,nan,nan,nan
Del Jones,nan,PG / 6-2 / 180,nan,nan,92.09,nan,nan,Seton Hall,198 mi.,18,5.6K,526,nan,nan
Sammie Yeanay,nan,PF / 6-9 / 220,nan,nan,92.04,nan,nan,Florida,0 mi.,9,2.2K,495,nan,nan
Jayden Williams,nan,PF / 6-9 / 210,nan,nan,91.96,nan,nan,Auburn,656 mi.,6,51K,487,nan,nan
George Turkson,nan,PF / 6-7 / 205,nan,nan,91.93,nan,nan,Texas A&M,1623 mi.,12,1.1K,646,nan,nan
Sebastian Rancik,nan,PF / 6-9 / 210,nan,nan,91.82,nan,nan,Colorado,820 mi.,13,nan,nan,nan,nan
Zion Sensley,nan,SF / 6-8 / 195,nan,nan,91.77,nan,nan,St. Mary's,25 mi.,12,nan,nan,nan,nan
Dwayne Pierce,nan,SF / 6-5 / 190,nan,nan,91.75,nan,nan,Iowa State,1020 mi.,14,nan,nan,nan,nan
Brody Kozlowski,nan,SF / 6-6 / 185,nan,nan,91.71,nan,nan,BYU,38 mi.,17,1.6K,702,312,nan
Rob Dockery,nan,SF / 6-7 / 195,nan,nan,91.62,nan,nan,Texas A&M,1233 mi.,18,nan,nan,nan,nan
Pape N'Diaye,nan,C / 7-0 / 195,nan,nan,91.56,nan,nan,Arizona State,262 mi.,7,nan,nan,nan,nan
Isaiah Johnson-Arigu,nan,SF / 6-7 / 190,nan,nan,91.56,nan,nan,Miami,1513 mi.,21,nan,nan,nan,nan
Kuol Atak,nan,PF / 6-9 / 185,nan,nan,91.56,nan,nan,Oklahoma,171 mi.,9,nan,nan,nan,nan
Caden Diggs,nan,SF / 6-7 / 180,nan,nan,91.56,nan,nan,Old Dominion,148 mi.,13,nan,nan,nan,nan
David Punch,nan,PF / 6-7 / 190,nan,nan,91.55,nan,nan,TCU,119 mi.,6,nan,nan,nan,nan
Raleigh Burgess,nan,C / 6-11 / 235,nan,nan,91.54,nan,nan,Purdue,161 mi.,16,nan,nan,nan,nan
Felix Kossaras,nan,CG / 6-5 / 180,nan,nan,91.53,nan,nan,Ole Miss,-,1,nan,nan,nan,nan
Daniel Freitag,nan,WR / 6-3 / 175,nan,nan,88.06,nan,nan,Minnesota,0 mi.,6,13.4K,3.3K,nan,nan
Miles Goodman,nan,PF / 6-10 / 205,nan,nan,91.47,nan,nan,TCU,1659 mi.,9,nan,nan,nan,nan
Nick Janowski,nan,SG / 6-3 / 200,nan,nan,91.41,nan,nan,Nebraska,462 mi.,8,nan,nan,nan,nan
Jonathan Powell,nan,SG / 6-6 / 180,nan,nan,91.32,nan,nan,Xavier,48 mi.,13,5.7K,1.3K,nan,nan
Godswill Erheriene,nan,C / 6-8 / 215,nan,nan,91.28,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lathan Sommerville,nan,PF / 6-8 / 225,nan,nan,91.28,nan,nan,Rutgers,794 mi.,11,nan,nan,nan,nan
AJ Swinton,nan,SF / 6-5 / 180,nan,nan,91.24,nan,nan,Florida State,721 mi.,9,7.9K,1.1K,nan,nan
Luke Bamgboye,nan,PF / 6-10 / 190,nan,nan,91.22,nan,nan,Towson,3646 mi.,13,nan,nan,nan,nan
Malachi Palmer,nan,SG / 6-5 / 185,nan,nan,91.21,nan,nan,Penn State,64 mi.,21,10.3K,1.5K,nan,nan
Liam Campbell,nan,SG / 6-4 / 180,nan,nan,91.21,nan,nan,USC,672 mi.,12,nan,nan,nan,nan
Isaiah Brown,nan,SG / 6-4 / 170,nan,nan,91.17,nan,nan,Florida,95 mi.,1,nan,nan,nan,nan
Matthew Hodge,nan,SF / 6-8 / 200,nan,nan,91.05,nan,nan,Maryland,172 mi.,7,nan,nan,nan,nan
Casmir Chavis,nan,PG / 6-2 / 180,nan,nan,91.02,nan,nan,Washington,1391 mi.,1,8.2K,-,nan,nan
Daquan Davis,nan,PG / 6-1 / 185,nan,nan,90.91,nan,nan,Providence,324 mi.,10,2.9K,561,nan,nan
T.O. Barrett,nan,CG / 6-4 / 180,nan,nan,90.88,nan,nan,Missouri,367 mi.,3,nan,nan,nan,nan
Khaman Maker,nan,C / 7-1 / 215,nan,nan,90.68,nan,nan,St. John's,2240 mi.,7,2.6K,253,nan,nan
Jalik Dunkley-Distant,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tyrone Riley,nan,SF / 6-5 / 190,nan,nan,90.49,nan,nan,Texas A&M,1292 mi.,19,nan,nan,nan,nan
Tayshawn Bridges,nan,CG / 6-2 / 180,nan,nan,90.49,nan,nan,Iowa,198 mi.,8,nan,nan,nan,nan
Styles Phipps,nan,CG / 6-2 / 175,nan,nan,90.47,nan,nan,TCU,854 mi.,6,2.4K,nan,nan,nan
Jordan McCullum,nan,PF / 6-8 / 190,nan,nan,90.46,nan,nan,Missouri,471 mi.,8,nan,nan,nan,nan
Malik Diallo,nan,C / 6-8 / 220,nan,nan,90.44,nan,nan,TCU,964 mi.,8,nan,nan,nan,nan
Christian Anderson,nan,PG / 5-11 / 155,nan,nan,90.34,nan,nan,Michigan,589 mi.,1,5.7K,1.6K,nan,nan
Robert Hinton,nan,SG / 6-5 / 180,nan,nan,90.24,nan,nan,Harvard,2590 mi.,4,29K,nan,nan,nan
Josiah Moseley,nan,PF / 6-6 / 200,nan,nan,90.16,nan,nan,Texas,19 mi.,20,nan,nan,nan,nan
Jahseem Felton,nan,SG / 6-5 / 175,nan,nan,89.98,nan,nan,NC State,148 mi.,22,11.9K,1.2K,nan,nan
Tybo Bailey,nan,SG / 6-3 / 170,nan,nan,89.89,nan,nan,Appalachian State,69 mi.,12,nan,nan,nan,nan
Brandin Cummings,nan,PG / 6-3 / 170,nan,nan,89.85,nan,nan,Pittsburgh,32 mi.,6,nan,nan,nan,nan
James Evans,nan,SF / 6-5 / 205,nan,nan,89.83,nan,nan,UNLV,233 mi.,1,nan,nan,nan,nan
Jeremiah Johnson,nan,SG / 6-3 / 170,nan,nan,89.81,nan,nan,Oklahoma State,50 mi.,9,6K,1.5K,99,nan
Ethan Lathan,nan,C / 6-10 / 190,nan,nan,89.71,nan,nan,Indiana State,368 mi.,7,nan,nan,nan,nan
Caleb Williams,nan,SF / 6-7 / 215,nan,nan,89.66,nan,nan,Georgetown,0 mi.,21,nan,nan,nan,nan
Brandon Crawford,nan,C / 6-9 / 215,nan,nan,89.59,nan,nan,Wichita State,934 mi.,5,nan,nan,nan,nan
Zion Pipkin,nan,PG / 6-2 / 175,nan,nan,89.56,nan,nan,SMU,226 mi.,3,nan,nan,nan,nan
Chris McDermott,nan,PF / 6-7 / 200,nan,nan,89.13,nan,nan,Lamar,79 mi.,11,nan,nan,nan,nan
Chance Puryear,nan,SF / 6-7 / 192,nan,nan,89.07,nan,nan,SMU,0 mi.,11,nan,nan,nan,nan
Isaac Davis,nan,PF / 6-7 / 230,nan,nan,89.01,nan,nan,BYU,227 mi.,8,nan,nan,nan,nan
Durral Brooks,nan,CG / 6-2 / 180,nan,nan,88.92,nan,nan,Michigan,103 mi.,4,nan,nan,nan,nan
Andre Mills,nan,SG / 6-3 / 180,nan,nan,88.88,nan,nan,Texas A&M,1567 mi.,5,nan,nan,nan,nan
Ace Buckner,nan,CG / 6-1 / 165,nan,nan,88.88,nan,nan,Clemson,473 mi.,1,nan,nan,nan,nan
Jaye Nash,nan,PG / 6-2 / 175,nan,nan,88.82,nan,nan,Memphis,0 mi.,17,11.4K,722,nan,nan
Colin White,nan,SG / 6-6 / 180,nan,nan,88.71,nan,nan,Ohio State,84 mi.,5,2.3K,nan,nan,nan
Bryce Dortch,nan,SF / 6-8 / 190,nan,nan,88.68,nan,nan,Rutgers,211 mi.,4,nan,nan,nan,nan
Ayden Evans,nan,PF / 6-8 / 200,nan,nan,88.67,nan,nan,Ohio,232 mi.,7,nan,nan,nan,nan
Steven Solano,nan,C / 6-11 / 230,nan,nan,88.53,nan,nan,nan,nan,nan,nan,nan,nan,nan
Emanuel Okitondo Yanga,nan,PF / 6-7 / 180,nan,nan,88.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nick Petronio,nan,SG / 6-3 / 180,nan,nan,88.50,nan,nan,Boston College,7 mi.,1,nan,nan,nan,nan
Caleb Middleton,nan,C / 6-10 / 205,nan,nan,88.47,nan,nan,Bryant University,94 mi.,4,nan,nan,nan,nan
Cole Kirouac,nan,C / 6-9 / -,nan,nan,88.47,nan,nan,nan,nan,nan,nan,nan,nan,nan
Adam Njie,nan,CG / 6-2 / 175,nan,nan,88.45,nan,nan,Arizona State,2136 mi.,4,61K,nan,nan,nan
Jesse McCulloch,nan,PF / 6-9 / 215,nan,nan,88.43,nan,nan,Michigan State,165 mi.,14,1.8K,1.2K,nan,nan
Richard Brisco,nan,PF / 6-7 / 210,nan,nan,88.35,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ty Bevins,nan,SG / 6-5 / 175,nan,nan,88.17,nan,nan,Georgetown,21 mi.,5,nan,nan,nan,nan
Jaxon Johnson,nan,SF / 6-8 / 190,nan,nan,88.11,nan,nan,Utah,12 mi.,7,nan,nan,nan,nan
Deshawn Gory,nan,PF / 6-7 / 170,nan,nan,88.10,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cole Certa,nan,SG / 6-5 / 175,nan,nan,88.07,nan,nan,Notre Dame,165 mi.,14,nan,nan,nan,nan
Jason Schofield,nan,PF / 6-8 / 205,nan,nan,87.90,nan,nan,Illinois,809 mi.,7,nan,nan,nan,nan
Zion Wilburn,nan,SG / 6-5 / 180,nan,nan,87.90,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kameren Wright,nan,CG / 6-6 / 185,nan,nan,87.90,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jayce Nathaniel,nan,SF / 6-8 / 200,nan,nan,87.89,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jaden Smith,nan,C / 6-9 / 200,nan,nan,87.86,nan,nan,nan,nan,nan,nan,nan,nan,nan
Garrett Sundra,nan,PF / 6-10 / 215,nan,nan,87.86,nan,nan,Notre Dame,509 mi.,11,nan,nan,nan,nan
Anthony Gilkes,nan,SG / 6-6 / 180,nan,nan,87.78,nan,nan,LSU,1196 mi.,8,nan,228,nan,nan
Josh Hill,nan,PF / 6-11 / 180,nan,nan,87.69,nan,nan,Arkansas State,370 mi.,7,nan,nan,nan,nan
Qin Pang,nan,PF / 6-9 / 230,nan,nan,87.64,nan,nan,Missouri,980 mi.,13,nan,nan,nan,nan
Maurice Vassel,nan,PF / 6-9 / 160,nan,nan,87.60,nan,nan,nan,nan,nan,nan,nan,nan,nan
Eric Freeny,nan,SG / 6-4 / 180,nan,nan,87.55,nan,nan,UCLA,41 mi.,5,nan,nan,nan,nan
Dennis Scott,nan,PF / 6-8 / -,nan,nan,87.55,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chiang Ring,nan,PF / 6-7 / -,nan,nan,87.55,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nate Guerengomba,nan,SF / 6-4 / 200,nan,nan,87.54,nan,nan,Massachusetts,1173 mi.,11,3.6K,-,nan,nan
Tyler Mason,nan,PF / 6-10 / 220,nan,nan,87.50,nan,nan,Ole Miss,709 mi.,6,nan,nan,nan,nan
Doryan Onwuchekwa,nan,C / 6-10 / 235,nan,nan,87.47,nan,nan,Colorado,692 mi.,9,nan,nan,nan,nan
Dominick Stewart,nan,SG / 6-5 / 180,nan,nan,87.42,nan,nan,Penn State,138 mi.,12,nan,nan,nan,nan
Kany Tchanda,nan,C / 6-9 / 210,nan,nan,87.39,nan,nan,Charlotte,21 mi.,9,nan,nan,nan,nan
William Jobe,nan,PF / 6-9 / 180,nan,nan,87.31,nan,nan,Auburn,131 mi.,8,nan,nan,nan,nan
Elijah Crawford,nan,PG / 6-2 / 185,nan,nan,87.20,nan,nan,South Carolina,66 mi.,14,9.7K,1K,nan,nan
Jason Jackson,nan,SF / 6-3 / 180,nan,nan,87.16,nan,nan,Ole Miss,640 mi.,5,nan,nan,nan,nan
R'Chaun King,nan,PF / 6-6 / 210,nan,nan,87.05,nan,nan,Memphis,0 mi.,5,nan,nan,nan,nan
T.J. Williams,nan,SG / 6-4 / 185,nan,nan,87.03,nan,nan,Wichita State,0 mi.,9,nan,nan,nan,nan
Stephen Osei,nan,C / 6-9 / 200,nan,nan,87.00,nan,nan,Incarnate Word,1439 mi.,1,nan,nan,nan,nan
Jordyn Kee,nan,PG / 6-4 / 170,nan,nan,87.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Keitenn Bristow,nan,PF / 6-8 / -,nan,nan,87.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ja'Quavis Williford,nan,SF / 6-6 / 180,nan,nan,87.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Malcolm Thomas,nan,PF / 6-8 / 195,nan,nan,86.99,nan,nan,Villanova,113 mi.,9,nan,nan,nan,nan
Jack Robison,nan,SG / 6-6 / 175,nan,nan,86.97,nan,nan,Wisconsin,223 mi.,5,nan,nan,nan,nan
Jeremiah Wilkinson,nan,PG / 6-0 / 175,nan,nan,86.90,nan,nan,California,2128 mi.,13,nan,nan,nan,nan
Jeremiah Evans,nan,PF / 6-8 / 195,nan,nan,86.87,nan,nan,LSU,209 mi.,7,nan,nan,nan,nan
Trent Noah,nan,SG / 6-6 / 200,nan,nan,86.86,nan,nan,Western Kentucky,174 mi.,8,5.2K,1.4K,nan,nan
Taj DeGourville,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
James Moore,nan,PF / 6-8 / 180,nan,nan,86.61,nan,nan,Creighton,1130 mi.,2,nan,nan,nan,nan
Dillon Battie,nan,PF / 6-7 / 195,nan,nan,86.48,nan,nan,Oklahoma,182 mi.,15,2.3K,599,nan,nan
Elijah Duval,nan,PG / 6-2 / 175,nan,nan,86.44,nan,nan,Florida Gulf Coast,94 mi.,4,nan,nan,nan,nan
Klairus Amir,nan,SF / 6-7 / 185,nan,nan,86.37,nan,nan,Xavier,360 mi.,3,nan,nan,nan,nan
KJ Windham,nan,PG / 6-2 / 175,nan,nan,86.28,nan,nan,Northwestern,178 mi.,20,4.1K,nan,nan,nan
Isaac Asuma,nan,PG / 6-2 / 185,nan,nan,86.28,nan,nan,Minnesota,177 mi.,7,nan,nan,nan,nan
Micah Smith,nan,PF / 6-7 / 190,nan,nan,86.21,nan,nan,Auburn,84 mi.,9,nan,nan,nan,nan
Terry Copeland,nan,PF / 6-7 / 225,nan,nan,86.20,nan,nan,La Salle,92 mi.,2,nan,nan,nan,nan
Austin Maurer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daniel Johnson,nan,SF / 6-5 / 180,nan,nan,86.03,nan,nan,nan,nan,nan,nan,nan,nan,nan
