NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Amari Bailey,nan,CG / 6-5 / 190,nan,nan,98.62,Sierra Canyon,"Chatsworth, CA",UCLA,30 mi.,7,566K,nan,775,$538K
Julian Phillips,nan,SF / 6-8 / 198,nan,nan,98.56+,Link Year Prep,"Blythewood, SC",Tennessee,205 mi.,25,11.6K,4.1K,nan,nan
Brandon Miller,nan,SF / 6-7 / 200,nan,nan,98.54+,Cane Ridge,"Antioch, TN",Alabama,207 mi.,12,70K,nan,335,$867K
Anthony Black,nan,CG / 6-6 / 185,nan,nan,98.50+,Duncanville,"Coppell, TX",Arkansas,268 mi.,15,92K,26K,8.9K,$306K
Chris Livingston,nan,SF / 6-6 / 220,nan,nan,98.40,Oak Hill Academy,"Akron, OH",Kentucky,262 mi.,9,86K,7.2K,30K,$146K
Gradey Dick,nan,SF / 6-8 / 205,nan,nan,98.34+,Sunrise Christian,"Wichita, KS",Kansas,148 mi.,1,177K,15.5K,161K,$398K
JJ Starling,2023 - present,SG / 6-4 / 200,Sophomore,-,98.34+,La Lumiere School,"Baldwinsville, NY",Notre Dame,515 mi.,7,15.8K,nan,2K,$117K
Arterio Morris,2023 - present,PG / 6-3 / 190,Sophomore,-,98.26,Kimball,"Dallas, TX",Texas,183 mi.,12,73K,1.3K,nan,nan
Adem Bona,2022 - present,PF / 6-10 / 235,Sophomore,-,98.19,Prolific Prep,"Napa, CA",UCLA,384 mi.,8,17.8K,695,nan,nan
Leonard Miller,nan,SF / 6-10 / 210,nan,nan,98.18,Fort Erie International Academy,"Ontario, CA",NBA G League,365 mi.,21,8.4K,995,nan,nan
Jordan Walsh,nan,SF / 6-7 / 190,nan,nan,98.16,Link Year Prep,"Cedar Hill, TX",Arkansas,288 mi.,9,61K,21K,2.1K,nan
Yohan Traore,2023 - present,PF / 6-10 / 225,Sophomore,-,98.02,Dream City Christian,"Napa, CA",Auburn,2087 mi.,25,8.2K,4K,nan,$163K
Mark Mitchell,2022 - present,SF / 6-8 / 205,Sophomore,-,98.00,Sunrise Christian,"Mission, KS",Duke,888 mi.,14,30K,7.1K,17.9K,nan
Jalen Hood-Schifino,nan,CG / 6-5 / 210,nan,nan,97.82,Montverde Academy,"Montverde, FL",Indiana,774 mi.,13,50K,12.5K,8.3K,$210K
Malik Reneau,2022 - present,PF / 6-8 / 210,Sophomore,20,97.55,Montverde Academy,"Hialeah, FL",Indiana,983 mi.,13,-,8.3K,2.4K,nan
Jaden Bradley,2023 - present,PG / 6-3 / 185,Sophomore,-,97.51,IMG Academy,"Rochester, NY",Alabama,878 mi.,18,30K,4.8K,nan,nan
Tyrell Ward,2022 - present,SF / 6-6 / 185,Sophomore,-,97.47,DeMatha Catholic,"Hyattsville, MD",LSU,998 mi.,13,nan,1.7K,159,nan
MJ Rice,2023 - present,SF / 6-5 / 215,Sophomore,-,97.39,Prolific Prep,"Mouth Of Wilson, VA",Kansas,770 mi.,19,55K,3.5K,204,$119K
Vince Iwuchukwu,2022 - present,PF / 6-11 / 220,Sophomore,-,97.39,Southern California Academy,"San Antonio, TX",USC,1197 mi.,11,7.9K,1K,25K,nan
Ugonna Onyenso,2022 - present,C / 6-11 / 225,Sophomore,18,97.32,Putnam Science Academy,"Putnam, CT",Kentucky,719 mi.,18,13.7K,3.9K,nan,nan
Kylan Boswell,2022 - present,PG / 6-2 / 180,Redshirt Freshman,18,97.31,Compass Prep,"Champaign, IL",Arizona,1375 mi.,22,37K,4.2K,13K,nan
Ernest Udeh Jr.,2023 - present,C / 6-10 / 250,Sophomore,-,97.26,Dr. Phillips,"Orlando, FL",Kansas,1073 mi.,17,14.9K,5.5K,5.5K,nan
Elijah Fisher,2023 - present,SG / 6-6 / 190,Sophomore,19,97.19,Crestwood Prep,"Toronto, ON",Texas Tech,1391 mi.,20,75K,2.8K,nan,nan
Tarris Reed,2022 - present,PF / 6-9 / 230,Sophomore,-,96.93,Chaminade,"Saint Louis, MO",Michigan,417 mi.,15,-,2.5K,7K,nan
Collin Chandler,nan,CG / 6-4 / 170,nan,nan,96.83,nan,nan,BYU,54 mi.,7,nan,nan,nan,nan
Skyy Clark,2023 - present,PG / 6-3 / 200,Sophomore,-,96.67,Montverde Academy,"Los Angeles, CA",Illinois,1699 mi.,25,224K,23K,nan,$145K
Chance Westry,2023 - present,SF / 6-6 / 190,Sophomore,-,96.56,Compass Prep,"Harrisburg, PA",Auburn,717 mi.,15,23K,3.1K,258,nan
Tre White,2023 - present,SG / 6-7 / 190,Sophomore,-,96.47,Prolific Prep,"Los Angeles, CA",USC,0 mi.,12,32K,2.4K,76,nan
Isaiah Miranda,2023 - present,PF / 7-1 / 205,Sophomore,-,96.33,Southern California Academy,"Pawtucket, RI",NC State,574 mi.,25,14.5K,2.2K,nan,nan
Jett Howard,nan,SG / 6-7 / 220,nan,nan,96.26,IMG Academy,"Bradenton, FL",Michigan,1030 mi.,3,36K,6.2K,2,$122K
Seth Trimble,2022 - present,PG / 6-3 / 185,Sophomore,-,96.19,Menomonee Falls,"Menomonee Falls, WI",North Carolina,692 mi.,12,32K,7.6K,6.1K,nan
Terrance Arceneaux,2022 - present,SG / 6-6 / 190,Sophomore,-,96.16,Beaumont United,"Beaumont, TX",Houston,79 mi.,8,6.5K,2K,1.3K,nan
Freddie Dilione,2022 - present,SG / 6-5 / 195,Sophomore,19,96.01,Word Of God Christian Academy,"Fayetteville, NC",Tennessee,299 mi.,18,11.4K,2.1K,nan,nan
Rylan Griffen,2022 - present,SG / 6-5 / 180,Sophomore,-,95.87,Richardson,"Richardson, TX",Alabama,528 mi.,18,11.6K,2.6K,nan,nan
Donovan Clingan,2022 - present,C / 7-1 / 255,Sophomore,-,95.71,Bristol Central,"Bristol, CT",Connecticut,36 mi.,14,39K,5.7K,5.9K,$86K
Tyrese Proctor,2022 - present,PG / 6-4 / 175,Sophomore,19,95.70,NBA Global Academy,"Sydney, NSW",Duke,9625 mi.,4,7.7K,7.6K,11.2K,$63K
Dylan Andrews,2022 - present,PG / 6-2 / 170,Sophomore,-,95.59,Compass Prep,"Los Angeles, CA",UCLA,0 mi.,14,22K,979,149,nan
Mark Armstrong,2022 - present,CG / 6-2 / 157,Sophomore,-,95.48,St. Peters Prep,"South Orange, NJ",Villanova,75 mi.,25,16.8K,2.1K,nan,nan
Dior Johnson,2022 - present,PG / 6-2 / 180,Redshirt Freshman,-,95.47,Southern California Academy,"Corona, CA",Pittsburgh,2102 mi.,19,512K,36K,24K,$157K
Zuby Ejiofor,2023 - present,PF / 6-9 / 240,Sophomore,-,95.35,Garland,"Garland, TX",Kansas,429 mi.,1,4.8K,3.2K,44,nan
Judah Mintz,2022 - present,CG / 6-3 / 172,Sophomore,-,95.35,Gonzaga ,"Washington, DC",Syracuse,289 mi.,14,20K,3.7K,5.2K,$96K
Kijani Wright,2022 - present,PF / 6-9 / 220,Sophomore,-,95.25,Sierra Canyon,"Los Angeles, CA",USC,0 mi.,15,7.9K,1.1K,78,nan
Brice Sensabaugh,nan,SG / 6-5 / 235,nan,nan,95.18,Lake Highland Prep,"Orlando, FL",Ohio State,804 mi.,22,23K,2.4K,106,$137K
Jaxon Kohler,2022 - present,PF / 6-9 / 250,Sophomore,-,95.17,Southern California Academy,"American Fork, UT",Michigan State,1416 mi.,10,18.1K,3.3K,nan,nan
Taylor Hendricks,nan,PF / 6-9 / 205,nan,nan,95.09,Calvary Christian Academy,"Fort Lauderdale, FL",UCF,184 mi.,13,6.1K,1.2K,4.8K,$163K
Isaac Traudt,2023 - present,PF / 6-10 / 230,Sophomore,-,95.08,Grand Island Senior Sch,"Grand Island, NE",Virginia,1066 mi.,25,6.9K,5.1K,887,nan
Kam Craft,2022 - present,SG / 6-5 / 180,Sophomore,-,94.90,The Skill Factory,"Atlanta, GA",Xavier,370 mi.,7,6.8K,1.5K,nan,nan
Bruce Thornton,2022 - present,PG / 6-2 / 195,Sophomore,-,94.86,Milton,"Alpharetta, GA",Ohio State,418 mi.,19,30K,2.9K,249,nan
Aidan Shaw,2022 - present,SF / 6-8 / 195,Sophomore,-,94.77,Blue Valley,"Stilwell, KS",Missouri,131 mi.,21,6.4K,4.8K,105,nan
Rodney Rice,2022 - present,SG / 6-4 / 205,Sophomore,-,94.74,DeMatha Catholic,"Clinton, MD",Virginia Tech,217 mi.,25,7.1K,2.7K,1.1K,nan
Roddy Gayle Jr.,2022 - present,SG / 6-4 / 195,Sophomore,-,94.65,Wasatch Academy,"Youngstown, NY",Ohio State,300 mi.,19,13.4K,2.2K,nan,nan
Jalen Reed,2022 - present,PF / 6-10 / 230,Sophomore,-,94.56,Southern California Academy,"Castaic, CA",LSU,1623 mi.,17,nan,nan,nan,nan
Kamari Lands,2023 - present,SF / 6-8 / 220,Sophomore,-,94.45,Hillcrest Prep,"Indianapolis, IN",Louisville,107 mi.,8,6.5K,2K,165,nan
Ty Rodgers,2022 - present,SF / 6-6 / 180,Sophomore,-,94.41,Thornton Township,"Grand Blanc, MI",Illinois,307 mi.,12,17.9K,10K,2.3K,nan
Jaden Schutt,2022 - present,SG / 6-5 / 180,Sophomore,-,94.36,Yorkville Christian,"Yorkville, IL",Duke,642 mi.,15,25K,3.6K,1.5K,nan
Leon Bond,2022 - present,SF / 6-5 / 180,Sophomore,-,94.35,Wauwatosa East,"Milwaukee, WI",Virginia,597 mi.,9,3.6K,1.8K,nan,nan
Isaac McKneely,nan,CG / 6-4 / 170,nan,-,94.32,Poca,"Poca, WV",Virginia,177 mi.,21,14.5K,5.5K,7.3K,nan
Felix Okpara,2022 - present,C / 6-11 / 210,Sophomore,-,94.27,Link Year Prep,"Chattanooga, TN",Ohio State,371 mi.,12,3.8K,679,nan,nan
Ven-Allen Lubin,2023 - present,SF / 6-8 / 226,Sophomore,-,94.08,Orlando Christian Prep,"Orlando, FL",Notre Dame,948 mi.,16,nan,-,nan,nan
Jalen Washington,2022 - present,PF / 6-9 / 210,Sophomore,-,94.06,West Side,"Gary, IN",North Carolina,593 mi.,13,14.3K,4.7K,nan,nan
Riley Kugel,2022 - present,SG / 6-5 / 185,Sophomore,-,93.96,Dr. Phillips,"Orlando, FL",Florida,95 mi.,16,nan,nan,nan,nan
Brendan Hausen,2022 - present,SG / 6-4 / 180,Sophomore,-,93.80,Amarillo,"Amarillo, TX",Villanova,1481 mi.,13,nan,nan,nan,nan
Zion Cruz,2022 - present,CG / 6-5 / 175,Sophomore,-,93.80,Donda Academy,"Hillside, NJ",DePaul,699 mi.,18,26K,nan,nan,nan
Adrame Diongue,nan,C / 7-0 / 190,nan,nan,93.78,Compass Prep,"Scottsdale, AZ",Washington State,954 mi.,18,14.1K,1K,nan,nan
Otega Oweh,2022 - present,SG / 6-4 / 210,Sophomore,-,93.74,Blair Academy,"Blairstown, NJ",Oklahoma,1272 mi.,14,9.7K,1.4K,190,nan
Amaree Abram,2023 - present,CG / 6-4 / 190,Sophomore,-,93.70,Summer Creek,"Humble, TX",Ole Miss,453 mi.,14,390,1.9K,nan,nan
Mike Sharavjamts,nan,SF / 6-8 / 180,nan,nan,93.67,ISA Academy,"Willoughby, OH",Dayton,196 mi.,2,199K,5.7K,58,$121K
Noah Clowney,nan,PF / 6-9 / 205,nan,nan,93.67,Dorman,"Roebuck, SC",Alabama,344 mi.,6,8.3K,2.7K,nan,$97K
Chris Bell,2022 - present,SF / 6-7 / 180,Sophomore,-,93.66,Wasatch Academy,"Concord, CA",Syracuse,2405 mi.,21,8.4K,1.1K,nan,nan
Jayden Epps,2023 - present,CG / 6-2 / 195,Sophomore,-,93.58,Combine Academy,"Suffolk, VA",Illinois,669 mi.,1,10.8K,6.4K,804,nan
Dan Skillings Jr.,2022 - present,SG / 6-5 / 180,Sophomore,-,93.58,Roman Catholic,"Philadelphia, PA",Cincinnati,501 mi.,1,36K,1.4K,1,nan
Desmond Claude,2022 - present,PG / 6-5 / 180,Sophomore,-,93.52,Putnam Science Academy,"Oakdale, CT",Xavier,669 mi.,22,nan,nan,nan,nan
Tyler Nickel,2023 - present,SF / 6-7 / 220,Sophomore,-,93.44,East Rockingham,"Elkton, VA",North Carolina,169 mi.,25,10.5K,1K,nan,nan
Dug McDaniel,2022 - present,PG / 5-11 / 167,Sophomore,-,93.39,Paul VI Catholic,"Fairfax, VA",Michigan,416 mi.,17,37K,3.8K,42K,nan
Milos Uzan,2022 - present,PG / 6-4 / 183,Sophomore,-,93.39,Dream City Christian,"Napa, CA",Oklahoma,1390 mi.,14,5.3K,2K,1.5K,nan
Rowan Brumbaugh,2023 - present,PG / 6-4 / 180,Sophomore,-,93.37,Northfield Mount Hermon,"Northfield, MA",Texas,1637 mi.,20,15.9K,1.7K,nan,nan
Baba Miller,2022 - present,PF / 6-10 / 180,Sophomore,-,93.33,Spain,"Madrid, ",Florida State,4432 mi.,1,nan,2K,nan,nan
DJ Jefferson,2022 - present,SF / 6-5 / 207,Redshirt Freshman,-,93.25,Minnesota Preparatory Academy,"Saint Paul, MN",Tennessee,786 mi.,16,2.7K,1.7K,252,nan
Chandler Jackson,2022 - present,CG / 6-4 / 205,Sophomore,-,93.25,Christian Brothers,"Memphis, TN",Florida State,472 mi.,9,7.7K,1.6K,6.4K,nan
Derrian Ford,nan,SG / 6-3 / 190,nan,nan,93.20,Magnolia,"Magnolia, AR",Arkansas,193 mi.,21,17.6K,13.6K,nan,nan
Pop Isaacs Jr.,2022 - present,PG / 6-2 / 180,Sophomore,-,93.13,Coronado,"Mount Pleasant, UT",Texas Tech,670 mi.,24,17.1K,4.4K,19,nan
Austin Nunez,2023 - present,PG / 6-2 / 170,Sophomore,-,93.13,Wagner HS,"San Antonio, TX",Arizona State,834 mi.,15,2.8K,1.7K,5.2K,nan
Malique Ewin,nan,C / 6-10 / 220,nan,nan,93.05,Berkmar,"Lilburn, GA",Ole Miss,308 mi.,9,14.5K,732,nan,nan
Dylan Anderson,2022 - present,PF / 7-0 / 215,Redshirt Freshman,-,93.03,Perry,"Gilbert, AZ",Arizona,92 mi.,10,2.1K,961,nan,nan
BJ Edwards,2023 - present,PG / 6-3 / 188,Sophomore,-,93.03,Knoxville Catholic,"Knoxville, TN",Tennessee,0 mi.,1,21K,3K,4.4K,nan
Sencire Harris,2022 - present,CG / 6-3 / 160,Sophomore,-,93.02,St. Vincent-St. Mary,"Akron, OH",Illinois,358 mi.,6,14.1K,10.6K,1.3K,nan
Devin Ree,nan,SF / 6-8 / 185,nan,nan,93.01,Oak Hill Academy,"Terry, MS",Louisville,496 mi.,13,19.7K,1.6K,nan,nan
Jazian Gortman,nan,PG / 6-1 / 155,nan,nan,93.00,nan,nan,Overtime,194 mi.,8,87,2.1K,40K,nan
Lee Dort,2022 - present,C / 6-9 / 240,Sophomore,-,92.96,Greenhill School,"Addison, TX",Vanderbilt,613 mi.,1,10.4K,972,318,nan
Tre Holloman,nan,- / 6-2 / 175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AJ Casey,2022 - present,PF / 6-8 / 180,Sophomore,-,92.79,Whitney Young,"Chicago, IL",Miami,1191 mi.,13,7.2K,2.4K,120,nan
Cameron Corhen,2022 - present,C / 6-9 / 205,Sophomore,-,92.79,Sunrise Christian,"Allen, TX",Florida State,748 mi.,13,1.9K,1.1K,nan,nan
Ryan Dunn,2022 - present,SF / 6-6 / 190,Sophomore,-,92.77,Perkiomen School,"Freeport, NY",Virginia,319 mi.,22,4.1K,1.8K,nan,nan
Jaylen Thompson,2022 - present,SF / 6-8 / 195,Redshirt Freshman,-,92.62,Southern California Academy,"Castaic, CA",Stanford,280 mi.,8,3.4K,294,nan,nan
AJ Storr,2023 - present,SG / 6-5 / 180,Sophomore,-,92.47,Bishop Gorman,"Rockford, IL",St. John's,804 mi.,8,3.6K,3.1K,nan,nan
Denver Anglin,2023 - present,SG / 6-2 / 165,Sophomore,-,92.34,Gill St Bernards,"Montclair, NJ",Georgetown,199 mi.,12,5K,975,13.7K,nan
Favour Aire,2023 - present,C / 6-10 / 215,Sophomore,-,92.32,Bishop McNamara,"District Heights, MD",Miami,926 mi.,14,1.7K,446,nan,nan
Tafara Gapare,2023 - present,PF / 6-9 / 205,Sophomore,-,92.32,South Kent School,"Kent, CT",Massachusetts,69 mi.,16,5.8K,749,9.4K,nan
Donald Hand,2022 - present,CG / 6-5 / 195,Redshirt Freshman,-,92.30,Landstown,"Virginia Beach, VA",Boston College,457 mi.,12,4K,2.6K,232,nan
Kaleb Banks,2022 - present,PF / 6-8 / 215,Sophomore,-,92.23,Fayette County,"Fayetteville, GA",Indiana,402 mi.,7,6.6K,4.8K,59,nan
Prince Aligbe,2022 - present,SF / 6-7 / 225,Sophomore,-,92.20,Minnehaha Academy,"Minneapolis, MN",Boston College,1117 mi.,15,11.8K,2.2K,nan,nan
Fletcher Loyer,2022 - present,SG / 6-4 / 170,Sophomore,-,92.05,Homestead,"Fort Wayne, IN",Purdue,102 mi.,11,18.1K,5.1K,243,nan
Joseph Hunter Jr.,nan,SG / 6-5 / 185,nan,-,92.05,San Joaquin Memorial,"Fresno, CA",Fresno State,0 mi.,14,10.2K,126,nan,nan
Lamar Washington,nan,LB / 6-4 / 210,nan,nan,89.35,nan,nan,Washington State,274 mi.,8,6.4K,2.6K,12,nan
Gregg Glenn,nan,PF / 6-7 / 215,nan,nan,91.94,Calvary Christian Academy,"Fort Lauderdale, FL",Michigan,1135 mi.,13,13.6K,910,960,nan
Davin Cosby,2022 - present,SG / 6-5 / 190,Sophomore,19,91.93,Word Of God Christian Academy,"Richmond, VA",Alabama,648 mi.,19,21K,1.2K,924,nan
Shawn Phillips,2023 - present,C / 7-0 / 245,Sophomore,-,91.86,Dream City Christian,"Dayton, OH",LSU,755 mi.,16,5.9K,1.6K,nan,nan
Fredrick King,2022 - present,C / 6-10 / 220,Sophomore,-,91.81,NBA Academy Latin America,"Andros Island, ",Creighton,7862 mi.,5,1.7K,nan,97,nan
KyeRon Lindsay,2023 - present,PF / 6-7 / 215,Sophomore,-,91.74,Guyer,"Denton, TX",Georgia,795 mi.,24,nan,1.7K,nan,nan
Colin Smith,2022 - present,PF / 6-8 / 200,Sophomore,-,91.64,St. Mark's,"Dallas, TX",Vanderbilt,616 mi.,18,3K,1.8K,5.5K,nan
Quion Williams,2022 - present,CG / 6-4 / 185,Sophomore,-,91.60,Mansfield Legacy,"Mansfield, TX",Oklahoma State,242 mi.,1,4.1K,1.3K,nan,nan
Justin Taylor,2022 - present,CG / 6-6 / 205,Sophomore,-,91.58,IMG Academy,"Charlottesville, VA",Syracuse,365 mi.,18,6K,2.4K,nan,nan
Jayden Pierre,2022 - present,PG / 6-2 / 165,Sophomore,-,91.44,Long Island Lutheran,"Elizabeth, NJ",Providence,164 mi.,17,17.4K,2.2K,1.2K,nan
Christian Fermin,nan,C / 6-10 / 215,nan,-,91.42,Pocono Mountain West,"Pocono Summit, PA",VCU,271 mi.,1,nan,nan,nan,nan
Fatts Billups,nan,SG / 6-7 / 170,nan,-,91.37,Varina,"Richmond, VA",VCU,0 mi.,6,nan,nan,nan,nan
Ryan Agarwal,2022 - present,SG / 6-6 / 190,Sophomore,-,91.26,Coppell,"Coppell, TX",Stanford,1451 mi.,15,8.9K,1.6K,27K,nan
Dom Campbell,nan,PF / 6-8 / 260,nan,nan,91.18,Phillips Exeter Academy,"Exeter, NH",Notre Dame,784 mi.,1,3.4K,673,2.1K,nan
Noah Shelby,nan,SG / 6-2 / 175,nan,nan,91.14,Greenhill School,"McKinney, TX",Vanderbilt,594 mi.,18,25K,1,75,nan
Guillermo Diaz,2022 - present,PF / 7-0 / 205,Sophomore,-,91.08,IMG Academy,"Bradenton, FL",Pittsburgh,914 mi.,11,2.3K,492,1.3K,nan
Aidan Mahaney,nan,PG / 6-2 / 150,nan,-,90.97,Campolindo,"Moraga, CA",St. Mary's,0 mi.,6,12.2K,677,nan,$64K
Koren Johnson,2022 - present,PG / 6-2 / 175,Sophomore,-,90.94,Wasatch Academy,"Seattle, WA",Washington,0 mi.,14,19.8K,845,5.9K,nan
Tre Donaldson,nan,S / 6-0 / 192,nan,nan,89.99,nan,nan,Auburn,164 mi.,4,7.3K,5.3K,5.7K,nan
Jameel Brown,2022 - present,CG / 6-4 / 190,Sophomore,-,90.81,Westtown School,"Philadelphia, PA",Penn State,154 mi.,9,7.7K,1.8K,464,nan
Ramel Lloyd Jr.,2022 - present,SG / 6-6 / 204,Redshirt Freshman,-,90.75,Sierra Canyon,"Temecula, CA",Nebraska,1234 mi.,25,10.7K,2K,2.6K,nan
Camden Heide,2022 - present,SF / 6-7 / 180,Redshirt Freshman,-,90.71,Wayzata,"Minneapolis, MN",Purdue,446 mi.,12,7.5K,2.1K,nan,nan
Zach Keller,2022 - present,PF / 6-10 / 228,Sophomore,-,90.68,ThunderRidge,"Littleton, CO",Wake Forest,1372 mi.,12,2K,772,nan,nan
Ezra Ausar,nan,PF / 6-8 / 235,nan,20,90.58,Liberty Heights Athletic Institute,"Snellville, GA",East Carolina,411 mi.,9,10K,757,nan,nan
Quadir Copeland,2022 - present,SG / 6-6 / 203,Sophomore,-,90.58,Life Center Academy,"Gettysburg, PA",Syracuse,228 mi.,10,11.5K,1.4K,200,nan
Joseph Pinion,2022 - present,SG / 6-6 / 180,Sophomore,-,90.50,Morrilton,"Morrilton, AR",Arkansas,88 mi.,14,13.5K,9.7K,21K,nan
Barry Dunning,nan,SF / 6-6 / 205,nan,nan,90.42,McGill Toolen,"Mobile, AL",Arkansas,499 mi.,1,8.2K,3.6K,1.7K,nan
Jaylen Martin,nan,SF / 6-5 / 185,nan,nan,90.38,nan,nan,Overtime,230 mi.,11,43K,682,4.1K,nan
Oziyah Sellers,2022 - present,SG / 6-5 / 160,Sophomore,-,90.25,Southern California Academy,"Castaic, CA",USC,45 mi.,3,3.8K,705,221,nan
Sadraque Nganga,2023 - present,PF / 6-9 / 205,Sophomore,-,90.25,Compass Prep,"Chandler, AZ",Boise State,755 mi.,12,10.7K,nan,100,nan
Joshua Ojianwuna,2022 - present,C / 6-10 / 230,Sophomore,-,90.23,NBA Global Academy,"Nashville, TN",Baylor,674 mi.,1,nan,nan,nan,nan
Joe Hurlburt,2022 - present,PF / 6-10 / 220,Redshirt Freshman,-,90.20,Enderlin Area,"Enderlin, ND",Colorado,594 mi.,11,3.9K,830,1.6K,nan
Yann Farell,nan,SF / 6-7 / 180,nan,-,90.10,Keystone Academy,"Colora, MD",St. Bonaventure,213 mi.,16,2.4K,463,nan,nan
Trey Pettigrew,nan,CG / 6-3 / 175,nan,nan,90.09,Eduprize,"Gilbert, AZ",Nevada,616 mi.,7,nan,nan,nan,nan
Kebba Njie,2023 - present,PF / 6-10 / 237,Sophomore,-,90.07,La Lumiere School,"La Porte, IN",Penn State,464 mi.,7,1.9K,993,nan,nan
Denzel Aberdeen,2022 - present,CG / 6-5 / 180,Sophomore,-,90.00,Dr. Phillips,"Orlando, FL",Florida,95 mi.,1,nan,nan,nan,nan
Christian Reeves,2022 - present,C / 7-1 / 200,Sophomore,-,89.98,Cannon School,"Charlotte, NC",Duke,121 mi.,13,9.4K,2K,248,nan
Eli King,nan,- / 6-3 / 182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Justyn Fernandez,2023 - present,SG / 6-5 / 200,Sophomore,-,89.83,IMG Academy,"Richmond, VA",George Mason,90 mi.,1,nan,nan,nan,nan
Josiah Harris,2022 - present,PF / 6-7 / 200,Sophomore,-,89.76,Richmond Heights,"Cleveland, OH",West Virginia,155 mi.,12,9.6K,2.3K,nan,nan
Dasonte Bowen,2022 - present,PG / 6-3 / 165,Sophomore,-,89.74,Brewster Academy,"Worcester, MA",Iowa,1006 mi.,13,7K,1.9K,nan,nan
Patrick Wessler,2022 - present,C / 7-0 / 255,Redshirt Freshman,-,89.71,Combine Academy,"Charlotte, NC",Virginia Tech,143 mi.,10,1.7K,908,nan,nan
Tae Davis,2023 - present,SF / 6-6 / 170,Sophomore,-,89.50,Warren Central,"Indianapolis, IN",Seton Hall,628 mi.,8,6.1K,1.9K,783,nan
Josh Reed,2022 - present,SG / 6-6 / 195,Sophomore,-,89.35,Pace Academy,"Atlanta, GA",Cincinnati,370 mi.,7,3.1K,1.4K,nan,nan
PJ Haggerty,nan,SG / 6-3 / 170,nan,nan,89.26,Crosby,"Crosby, TX",TCU,237 mi.,11,4.2K,981,94,nan
Demarion Watson-Saulsberry,2022 - present,SF / 6-7 / 215,Sophomore,-,89.19,Totino-Grace,"Minneapolis, MN",Iowa State,205 mi.,10,2.9K,991,nan,nan
Keba Keita,2022 - present,C / 6-7 / 230,Sophomore,-,89.12,Wasatch Academy,"Mount Pleasant, UT",Utah,87 mi.,16,4.5K,nan,nan,nan
Bryce Griggs,nan,PG / 6-2 / 180,nan,-,89.00,Hightower,"Missouri City, TX",Overtime,716 mi.,11,118K,6.1K,33K,$77K
Ben Shtolzberg,nan,SG / 6-4 / 190,nan,nan,88.98,Southern California Academy,"Northridge, CA",Creighton,1322 mi.,13,10.2K,1K,5.4K,nan
TJ Caldwell,2022 - present,SG / 6-4 / 190,Sophomore,-,88.96,Waxahachie Faith Family Academy,"Mansfield, TX",Ole Miss,457 mi.,8,nan,nan,nan,nan
Kimani Hamilton,nan,PF / 6-7 / 215,nan,nan,88.96,Clinton,"Clinton, MS",Mississippi State,115 mi.,3,nan,nan,nan,nan
Braden Huff,2022 - present,PF / 6-10 / 235,Redshirt Freshman,-,88.94,Glenbard West,"Carol Stream, IL",Gonzaga,1481 mi.,8,nan,nan,nan,nan
Jevon Porter,nan,PF / 6-8 / 210,nan,-,88.69,Father Tolton,"Columbia, MO",Pepperdine,1509 mi.,2,nan,nan,nan,nan
