NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Ikenna Alozie,nan,SG / 6-3 / 185,nan,nan,96.75,nan,nan,Providence,5136 mi.,8,3.8K,175,240,$75K
Maximo Adams,nan,SF / 6-7 / 195,nan,nan,96.74,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jaxon Richardson,nan,SF / 6-5 / 165,nan,nan,96.65,nan,nan,Alabama,1572 mi.,1,4K,403,nan,nan
Anthony Felesi,nan,SG / 6-4 / 170,nan,nan,96.39,nan,nan,Utah State,96 mi.,4,1.9K,40,nan,nan
Trent Perry,nan,CG / 6-4 / 175,nan,nan,96.37,nan,nan,nan,nan,nan,nan,nan,nan,nan
TJ Crumble,nan,PF / 6-7 / 205,nan,nan,96.31,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kayden Allen,nan,SG / 6-5 / 180,nan,nan,96.25,nan,nan,Georgia State,28 mi.,10,4.2K,646,nan,nan
Dhani Miller,nan,PG / 6-3 / 175,nan,nan,96.25,nan,nan,nan,nan,nan,nan,nan,nan,nan
JJ Andrews,nan,PG / 6-4 / 185,nan,nan,96.20,nan,nan,Arkansas,127 mi.,4,4.2K,2.3K,535,nan
Marcus Johnson,nan,PG / 6-2 / 165,nan,nan,96.14,nan,nan,Ohio State,116 mi.,15,46K,570,nan,$61K
Adam Oumiddoch,nan,SG / 6-5 / 170,nan,nan,96.09,nan,nan,Illinois,595 mi.,2,7.2K,417,nan,nan
Chris Washington,nan,SF / 6-7 / 185,nan,nan,96.06,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kendre Harrison,nan,ATH / 6-7 / 230,nan,nan,92.71,nan,nan,NC State,68 mi.,16,2.7K,2.3K,nan,$113K
Seven Spurlock,nan,SF / 6-4 / 210,nan,nan,95.78,nan,nan,Nebraska,527 mi.,5,1.8K,428,nan,nan
Latrell Allmond,nan,PF / 6-8 / -,nan,nan,95.67,nan,nan,Georgetown,97 mi.,6,4K,663,nan,nan
Jayden Hodge,nan,SG / 6-4 / 180,nan,nan,95.65,nan,nan,nan,nan,nan,nan,nan,nan,nan
Keiner Asprilla,nan,C / 7-0 / 230,nan,nan,95.59,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cole Cloer,nan,SF / 6-6 / 175,nan,nan,95.49,nan,nan,High Point,52 mi.,7,2.6K,462,nan,nan
Deron Rippey Jr.,nan,PG / 6-0 / 160,nan,nan,95.04,nan,nan,St. John's,13 mi.,7,3.3K,nan,nan,nan
Jayden Johnson,nan,SG / 6-5 / 180,nan,nan,94.68,nan,nan,Kentucky,124 mi.,4,5.4K,1.2K,nan,nan
Toni Bryant,nan,PF / 6-9 / 180,nan,nan,94.56,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ben Ahmed,nan,C / 6-10 / 215,nan,nan,93.89,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brandon Bass Jr.,nan,CG / 6-3 / 170,nan,nan,93.44,nan,nan,UCF,12 mi.,6,2.1K,356,nan,nan
Sinan Huan,nan,C / 7-0 / 220,nan,nan,93.18,nan,nan,Mississippi State,550 mi.,2,nan,nan,nan,nan
Sebastian Wilkins,nan,C / 6-8 / 210,nan,nan,93.12,nan,nan,Rutgers,206 mi.,3,nan,nan,nan,nan
Symon Ghai,nan,C / 7-2 / 210,nan,nan,92.97,nan,nan,Bryant University,1279 mi.,2,2.7K,194,nan,nan
Dothan Ijadimbola,nan,SF / 6-6 / 180,nan,nan,92.92,nan,nan,Bryant University,1108 mi.,3,863,293,nan,nan
