NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Oswin Erhunmwunse,nan,C / 6-9 / 210,nan,nan,94.81,nan,nan,Bryant University,17 mi.,12,2.2K,-,61,nan
Nikolas Khamenia,nan,SF / 6-7 / 180,nan,nan,94.79,nan,nan,nan,nan,nan,nan,nan,nan,nan
Badara Diakite,nan,C / 6-10 / 205,nan,nan,94.72,nan,nan,Penn State,273 mi.,2,3.7K,nan,nan,nan
Jeremiah Green,nan,CG / 6-3 / 180,nan,nan,94.68,nan,nan,TCU,34 mi.,22,nan,891,nan,nan
Dorian Jones,nan,SG / 6-3 / 160,nan,nan,94.66,nan,nan,Ohio State,116 mi.,20,nan,nan,nan,nan
Dante Allen,nan,SG / 6-3 / 210,nan,nan,94.56,nan,nan,Florida Gulf Coast,98 mi.,9,nan,nan,nan,nan
Trent Sisley,nan,PF / 6-7 / 200,nan,nan,94.37,nan,nan,Indiana,72 mi.,10,nan,2.2K,nan,nan
Isaiah Sealy,nan,SG / 6-4 / 170,nan,nan,94.34,nan,nan,Ole Miss,297 mi.,1,nan,nan,nan,nan
Tee Bartlett,nan,C / 6-10 / 235,nan,nan,94.26,nan,nan,Kansas State,1239 mi.,4,nan,nan,nan,nan
John Clark,nan,PF / 6-9 / 210,nan,nan,94.23,nan,nan,Texas,147 mi.,9,nan,nan,nan,nan
JD Palm,nan,C / 6-10 / 207,nan,nan,94.21,nan,nan,Rutgers,892 mi.,7,nan,nan,nan,nan
King Grace,nan,SG / 6-3 / 165,nan,nan,94.20,nan,nan,nan,nan,nan,nan,nan,nan,nan
Patton Pinkins,nan,SG / 6-5 / 170,nan,nan,94.18,nan,nan,Texas Tech,13 mi.,6,nan,nan,nan,nan
Cam Ward,nan,SF / 6-6 / 190,nan,nan,94.18,nan,nan,Notre Dame,538 mi.,16,nan,784,nan,nan
Hudson Greer,nan,SG / 6-6 / 180,nan,nan,94.17,nan,nan,Texas,0 mi.,18,4.9K,897,nan,nan
JJ Mandaquit,nan,PG / 6-0 / 170,nan,nan,94.10,nan,nan,Washington State,7482 mi.,4,3.3K,nan,nan,nan
Bryce Heard,nan,SF / 6-5 / 170,nan,nan,94.00,nan,nan,DePaul,0 mi.,11,4.4K,nan,nan,nan
Jalen Reece,nan,PG / 5-10 / 155,nan,nan,93.98,nan,nan,Alabama,488 mi.,7,nan,nan,nan,nan
Aleks Alston,nan,PF / 6-7 / 170,nan,nan,93.93,nan,nan,Illinois,127 mi.,18,4K,-,nan,nan
Shelton Henderson,nan,SF / 6-6 / 205,nan,nan,93.84,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jaylen Harrell,nan,SG / 6-6 / 190,nan,nan,93.81,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kai Rogers,nan,C / 6-10 / 225,nan,nan,93.72,nan,nan,Marquette,0 mi.,12,nan,nan,nan,nan
Kingston Flemings,nan,PG / 6-1 / 155,nan,nan,93.71,nan,nan,Texas Tech,345 mi.,9,2.5K,nan,nan,nan
Jackson Keith,nan,SG / 6-5 / 175,nan,nan,93.69,nan,nan,NC State,21 mi.,16,nan,830,nan,nan
Chuck Love Jr.,nan,SF / 6-5 / 180,nan,nan,93.69,nan,nan,Missouri State,306 mi.,6,nan,nan,nan,nan
Parker Jefferson,nan,C / 6-10 / 230,nan,nan,93.63,nan,nan,SMU,29 mi.,9,3.5K,1.1K,nan,nan
Chance Mallory,nan,PG / 5-10 / -,nan,nan,93.62,nan,nan,Virginia Tech,117 mi.,3,nan,nan,nan,nan
Dewayne Brown,nan,C / 6-9 / 235,nan,nan,93.58,nan,nan,UAB,12 mi.,9,nan,nan,nan,nan
Chris Cenac,nan,PF / 6-9 / 200,nan,nan,93.57,nan,nan,Houston,317 mi.,8,4.4K,-,nan,nan
Jack McCaffery,nan,PF / 6-8 / -,nan,nan,93.56,nan,nan,Wake Forest,716 mi.,1,nan,nan,nan,nan
Danny Carbuccia,nan,PG / 6-0 / 160,nan,nan,93.45,nan,nan,Fordham,17 mi.,15,nan,nan,nan,nan
Joshua Lewis,nan,SF / 6-6 / 150,nan,nan,93.41,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bryce James,nan,SG / 6-4 / 160,nan,nan,93.41,nan,nan,Duquesne,120 mi.,1,1.9M,nan,nan,$1.2M
Tacko Fawaz,nan,C / 6-11 / -,nan,nan,93.36,nan,nan,nan,nan,nan,nan,nan,nan,nan
Winters Grady,nan,SF / 6-7 / 200,nan,nan,93.36,nan,nan,nan,nan,nan,nan,nan,nan,nan
Carlsheon Young,nan,SG / 6-4 / 190,nan,nan,93.36,nan,nan,Oklahoma State,50 mi.,10,nan,nan,nan,nan
Treyvon Maddox,nan,SF / 6-6 / 180,nan,nan,93.28,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tylis Jordan,nan,SF / 6-7 / 170,nan,nan,93.26,nan,nan,Alabama,172 mi.,14,nan,nan,nan,nan
Derek Dixon,nan,CG / 6-4 / 190,nan,nan,93.22,nan,nan,Penn State,139 mi.,1,nan,nan,nan,nan
A'mare Bynum,nan,PF / 6-8 / 210,nan,nan,93.17,nan,nan,Nebraska,52 mi.,4,nan,nan,nan,nan
Mazi Mosley,nan,SG / 6-4 / 165,nan,nan,93.16,nan,nan,San Diego State,119 mi.,4,nan,nan,nan,nan
Kayden Edwards,nan,SG / 6-3 / 170,nan,nan,93.08,nan,nan,nan,nan,nan,nan,nan,nan,nan
TJ Stuttley,nan,SF / 6-4 / 175,nan,nan,93.05,nan,nan,Grambling State,758 mi.,1,nan,nan,nan,nan
Jermaine O'Neal Jr.,nan,PG / 6-5 / 175,nan,nan,92.96,nan,nan,Arkansas,272 mi.,6,15.6K,379,32K,nan
Eli Ellis,nan,SG / 6-0 / 180,nan,nan,92.94,nan,nan,Winthrop,63 mi.,16,327K,4.2K,591K,$247K
Alejandro Aviles,nan,PF / 6-8 / 205,nan,nan,92.93,nan,nan,Houston,0 mi.,8,nan,nan,nan,nan
Jaion Pitt,nan,PF / 6-7 / 215,nan,nan,92.91,nan,nan,Arizona State,17 mi.,4,nan,nan,nan,nan
Eric Reibe,nan,C / 6-11 / 215,nan,nan,92.77,nan,nan,Purdue,526 mi.,16,nan,nan,nan,nan
Mikey Wilkins,nan,PF / - / 210,nan,nan,92.74,nan,nan,South Carolina,110 mi.,9,nan,nan,nan,nan
Amari Allen,nan,SF / 6-7 / 180,nan,nan,92.63,nan,nan,Auburn,398 mi.,10,nan,nan,nan,nan
Kayden Mingo,nan,PG / 6-1 / 160,nan,nan,92.60,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jacob Ross,nan,SG / 6-7 / 170,nan,nan,92.57,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brandon Stores,nan,SG / 6-4 / 215,nan,nan,92.55,nan,nan,Rutgers,34 mi.,2,nan,nan,nan,nan
Dallas Washington,nan,PF / 6-8 / 195,nan,nan,92.52,nan,nan,nan,nan,nan,nan,nan,nan,nan
Acaden Lewis,nan,PG / 6-3 / -,nan,nan,92.49,nan,nan,Florida State,750 mi.,14,nan,nan,nan,nan
Emmanuel Kanga,nan,C / 6-8 / 215,nan,nan,92.44,nan,nan,nan,nan,nan,nan,nan,nan,nan
Demarco Johnson,nan,PG / 6-2 / 155,nan,nan,92.36,nan,nan,California,326 mi.,8,nan,nan,nan,nan
Kellen Hampton,nan,SF / 6-6 / 180,nan,nan,92.36,nan,nan,nan,nan,nan,nan,nan,nan,nan
Omarr Smith,nan,SG / 6-4 / 160,nan,nan,92.34,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kaidon Rayfield,nan,PF / 6-7 / 180,nan,nan,92.24,nan,nan,Tulsa,98 mi.,4,1.2K,472,nan,nan
Xzavion Mitchell,nan,PF / 6-6 / 210,nan,nan,92.04,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dillan Shaw,nan,SF / 6-6 / 175,nan,nan,91.96,nan,nan,nan,nan,nan,nan,nan,nan,nan
Francis Chukwudebelu,nan,C / 6-10 / 217,nan,nan,91.96,nan,nan,Kansas,411 mi.,11,10.4K,723,nan,nan
Gevonte Ware,nan,PF / 6-9 / 235,nan,nan,91.95,nan,nan,High Point,69 mi.,5,nan,nan,nan,nan
Bryce Jackson,nan,SG / 6-5 / 185,nan,nan,91.81,nan,nan,nan,nan,nan,nan,nan,nan,nan
Christian Gurdak,nan,C / 6-9 / -,nan,nan,91.80,nan,nan,Maryland,25 mi.,4,nan,nan,nan,nan
Abdou Yadd,nan,C / 6-9 / 220,nan,nan,91.75,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mike Jones,nan,PF / 6-6 / 200,nan,nan,91.73,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kaden Magwood,nan,SG / 6-2 / 160,nan,nan,91.69,nan,nan,Kentucky State,43 mi.,10,nan,nan,nan,nan
Jaron McKie,nan,CG / 6-2 / 160,nan,nan,91.69,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jaylen Cross,nan,PG / 6-3 / 175,nan,nan,91.62,nan,nan,High Point,15 mi.,11,nan,nan,nan,nan
Alec Blair,nan,SF / 6-6 / 180,nan,nan,91.56,nan,nan,California,16 mi.,1,nan,nan,nan,nan
Jack Bailey,nan,C / 6-10 / 205,nan,nan,91.37,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tai Turnage,nan,PG / 5-10 / 150,nan,nan,91.35,nan,nan,nan,nan,nan,nan,nan,nan,nan
Deondrea Lindsey,nan,PF / 6-7 / 200,nan,nan,91.33,nan,nan,Ole Miss,334 mi.,3,nan,nan,nan,nan
Adlan Elamin,nan,PF / 6-7 / -,nan,nan,91.26,nan,nan,George Mason,13 mi.,12,nan,nan,nan,nan
Nigel James,nan,PG / 6-0 / 186,nan,nan,91.25,nan,nan,nan,nan,nan,nan,nan,nan,nan
KJ Cochran,nan,SG / 6-3 / 165,nan,nan,91.23,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jalen Wilson,nan,PF / 6-7 / 180,nan,nan,91.19,nan,nan,nan,nan,nan,nan,nan,nan,nan
Colt Langdon,nan,SF / 6-7 / 205,nan,nan,91.17,nan,nan,Virginia Tech,144 mi.,9,nan,nan,nan,nan
RJ Greer,nan,SG / 6-3 / 165,nan,nan,91.13,nan,nan,Cincinnati,33 mi.,5,3.1K,nan,nan,nan
Jai'Chaunn Hayes,nan,SF / 6-6 / -,nan,nan,91.09,nan,nan,nan,nan,nan,nan,nan,nan,nan
EJ Walker,nan,PF / 6-8 / 220,nan,nan,91.06,nan,nan,Purdue,161 mi.,23,2.9K,1.7K,-,nan
Jordan Lowery,nan,PG / 6-1 / 175,nan,nan,91.05,nan,nan,NC State,1067 mi.,10,7.2K,599,16.4K,nan
Jordan Watford,nan,SF / 6-4 / -,nan,nan,91.02,nan,nan,Mississippi State,474 mi.,1,nan,nan,nan,nan
Mason Blackwood,nan,SF / 6-7 / 210,nan,nan,90.99,nan,nan,Buffalo,67 mi.,3,nan,nan,nan,nan
Adrien Stevens,nan,SG / 6-4 / 195,nan,nan,90.78,nan,nan,Virginia Tech,250 mi.,11,1.9K,288,nan,nan
Amari Evans,nan,SG / 6-5 / 185,nan,nan,90.78,nan,nan,Robert Morris,12 mi.,9,nan,nan,nan,nan
Semetri Carr,nan,CG / 6-0 / 165,nan,nan,90.77,nan,nan,nan,nan,nan,nan,nan,nan,nan
Legend Smiley,nan,SG / 6-5 / 175,nan,nan,90.76,nan,nan,Seattle,0 mi.,7,10.4K,480,nan,nan
CJ Stinson Jr.,nan,SG / 6-2 / 165,nan,nan,90.72,nan,nan,Iowa State,33 mi.,3,nan,nan,nan,nan
Chase Thompson,nan,SF / 6-7 / 215,nan,nan,90.68,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aaron Glass,nan,CG / 6-2 / 170,nan,nan,90.67,nan,nan,nan,nan,nan,nan,nan,nan,nan
Isaiah Henry,nan,CG / 6-4 / 195,nan,nan,90.44,nan,nan,Georgia,186 mi.,2,nan,nan,nan,nan
Yaw Ansong,nan,C / 6-11 / 195,nan,nan,90.44,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zion Collins,nan,SG / 6-4 / 180,nan,nan,90.42,nan,nan,nan,nan,nan,nan,nan,nan,nan
Xavion Staton,nan,C / 7-0 / 190,nan,nan,90.40,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zacch Wiggins,nan,SF / 6-5 / 170,nan,nan,90.38,nan,nan,nan,nan,nan,nan,nan,nan,nan
Naas Hart,nan,PF / 6-8 / 180,nan,nan,90.31,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tristian Ford,nan,CG / 6-2 / -,nan,nan,90.29,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dezmon Briscoe,nan,PF / 6-8 / 200,nan,nan,90.25,nan,nan,Southern Indiana,147 mi.,4,nan,nan,nan,nan
Melvin Bell,nan,CG / 6-4 / -,nan,nan,90.23,nan,nan,nan,nan,nan,nan,nan,nan,nan
Silas Barksdale,nan,PF / 6-8 / 205,nan,nan,90.17,nan,nan,Hampton,5 mi.,13,nan,nan,nan,nan
Bryson Wheatfall,nan,SG / 6-4 / 180,nan,nan,90.15,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bryce Cofield,nan,SF / 6-5 / 180,nan,nan,90.11,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kareem Stagg,nan,PF / 6-8 / 225,nan,nan,90.05,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jasir Rencher,nan,SG / 6-5 / 195,nan,nan,90.03,nan,nan,nan,nan,nan,nan,nan,nan,nan
Robert Moore,nan,SG / 6-6 / -,nan,nan,90.03,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dwayne Wimbley,nan,ATH / 6-5 / 210,nan,nan,nan,nan,nan,Louisville,900 mi.,1,nan,378,nan,nan
Kellen Robinson,nan,PG / 6-0 / 165,nan,nan,89.94,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jamarion Davis-Fleming,nan,PF / 6-8 / 200,nan,nan,89.91,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jalen Holland,nan,SG / - / -,nan,nan,89.85,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zach Kinziger,nan,PG / 6-3 / 175,nan,nan,89.82,nan,nan,Wisconsin,113 mi.,5,nan,nan,nan,nan
Gregory Lawson,nan,PG / 6-3 / -,nan,nan,89.63,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brandon Lee,nan,SG / 6-2 / -,nan,nan,89.60,nan,nan,nan,nan,nan,nan,nan,nan,nan
Azavier Robinson,nan,PG / 6-1 / 180,nan,nan,89.51,nan,nan,Notre Dame,131 mi.,1,nan,nan,nan,nan
Preston Fowler,nan,PF / 6-7 / -,nan,nan,89.39,nan,nan,nan,nan,nan,nan,nan,nan,nan
Luca Bevilacqua,nan,PF / 6-11 / -,nan,nan,89.38,nan,nan,Saint Joseph's,24 mi.,9,nan,nan,nan,nan
London Jemison,nan,SF / 6-7 / 195,nan,nan,89.25,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nicholas Randall,nan,PF / 6-8 / 170,nan,nan,89.21,nan,nan,Missouri,507 mi.,6,1.3K,289,nan,nan
Sam Hughes,nan,SG / 6-6 / 185,nan,nan,89.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Keyshuan Tillery,nan,PG / 6-1 / 170,nan,nan,88.98,nan,nan,nan,nan,nan,nan,nan,nan,nan
Keith Mcknight,nan,SG / 6-3 / -,nan,nan,88.86,nan,nan,nan,nan,nan,nan,nan,nan,nan
Matt Gilhool,nan,PF / 6-10 / 205,nan,nan,88.69,nan,nan,Penn State,80 mi.,8,1.9K,496,nan,nan
Antoine West,nan,SG / 6-3 / 175,nan,nan,88.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kingston Land,nan,PF / 6-8 / 175,nan,nan,88.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kade Bonam,nan,SF / 6-7 / 215,nan,nan,88.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Macari Moore,nan,CG / 6-3 / -,nan,nan,88.48,nan,nan,nan,nan,nan,nan,nan,nan,nan
Braden Frager,nan,SF / 6-6 / 210,nan,nan,88.44,nan,nan,Nebraska,0 mi.,3,nan,nan,nan,nan
Martez Harris,nan,PF / 6-9 / 205,nan,nan,88.36,nan,nan,nan,nan,nan,nan,nan,nan,nan
Matthew Able,nan,SG / 6-4 / 180,nan,nan,88.36,nan,nan,nan,nan,nan,nan,nan,nan,nan
Arness Lawson,nan,PG / 6-2 / 165,nan,nan,88.35,nan,nan,nan,nan,nan,nan,nan,nan,nan
King Keary,nan,CG / 6-2 / -,nan,nan,88.34,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daniel Jacobsen,nan,C / 7-1 / 200,nan,nan,88.24,nan,nan,New Mexico State,194 mi.,1,768,401,nan,nan
Omari Moore,nan,CG / 6-3 / 170,nan,nan,87.20,nan,nan,nan,nan,nan,nan,nan,nan,nan
D'Andre Harrison,nan,SF / 6-5 / 220,nan,nan,87.05,nan,nan,nan,nan,nan,nan,nan,nan,nan
